Epoch,Train_Loss,Val_Loss
1,2492.7425842285156,2460.2534993489585
2,1874.0711822509766,1802.3167724609375
3,1660.562744140625,1939.8655598958333
4,1684.1111450195312,1737.6043701171875
5,1616.4364318847656,1832.37646484375
6,1635.889663696289,1878.0112711588542
7,1641.2666778564453,1791.4033610026042
8,1617.9039916992188,1802.6953938802083
9,1625.224853515625,1871.0611572265625
10,1605.703353881836,1814.96337890625
11,1657.6295166015625,1732.1781412760417
12,1599.1614532470703,1899.5432535807292
13,1617.3756408691406,1829.9019775390625
14,1658.7829895019531,1808.4796956380208
15,1620.4627990722656,1732.8188883463542
16,1631.493667602539,1856.6012369791667
17,1634.7444915771484,1704.2937418619792
18,1639.800033569336,1855.6168619791667
19,1617.4234161376953,1821.3960774739583
20,1623.2554321289062,1791.7034912109375
21,1592.4784088134766,1889.9271647135417
22,1632.1508178710938,1872.9254557291667
23,1601.4349822998047,1771.5831705729167
24,1610.0104675292969,1792.1468912760417
25,1613.7755889892578,1868.7959391276042
26,1620.0159759521484,1815.08935546875
27,1612.2493133544922,1745.9146728515625
28,1613.2552795410156,1784.7422688802083
29,1630.8174285888672,1788.588623046875
30,1602.2904052734375,1886.1974283854167
31,1608.2449188232422,1742.1982828776042
32,1602.6813659667969,1822.733154296875
33,1634.209243774414,1842.4173990885417
34,1672.08740234375,1864.1443277994792
35,1602.4986267089844,1802.2037760416667
36,1622.4557266235352,1862.9105631510417
37,1628.509017944336,1791.0364176432292
38,1613.2025299072266,1779.1982421875
39,1607.8447570800781,1789.3669840494792
40,1600.5035095214844,1742.7997233072917
41,1587.2645568847656,1816.3321533203125
42,1619.643569946289,1823.6606852213542
43,1598.3673400878906,1918.9364420572917
44,1614.8189086914062,1774.2880452473958
45,1605.471939086914,1738.3443603515625
46,1604.1644439697266,1685.705322265625
47,1622.8652648925781,1741.2412923177083
48,1604.4533081054688,1784.8950602213542
49,1581.3253021240234,1760.9542643229167
50,1630.0959014892578,1780.5797526041667
51,1592.7257080078125,1798.8762613932292
52,1566.3948211669922,1787.2982177734375
53,1556.8534851074219,1837.7098388671875
54,1569.630142211914,1757.9813639322917
55,1557.1214904785156,1772.4349772135417
56,1570.1610717773438,1755.2418212890625
57,1572.2135162353516,1743.0342203776042
58,1561.6707763671875,1776.0210367838542
59,1566.1574096679688,1752.2176513671875
60,1554.3444213867188,1729.9803059895833
61,1580.27783203125,1861.2605387369792
62,1545.474609375,1692.5776774088542
63,1536.9644165039062,1664.8701171875
64,1524.7748565673828,1728.0939127604167
65,1507.382339477539,1705.165283203125
66,1520.62353515625,1622.8341471354167
67,1522.329345703125,1589.0923665364583
68,1508.30859375,1698.595458984375
69,1531.6358184814453,1717.6363118489583
70,1516.818359375,1756.928955078125
71,1487.7967529296875,1804.4522298177083
72,1517.055679321289,1669.7275390625
73,1450.7603454589844,1745.39208984375
74,1495.4437255859375,1718.6200358072917
75,1451.3938903808594,1585.483154296875
76,1424.3284912109375,1588.95947265625
77,1442.0391845703125,1620.6708170572917
78,1426.1250305175781,1632.7198486328125
79,1433.2983856201172,1528.9839274088542
80,1468.849853515625,1605.0399983723958
81,1420.4620513916016,1578.3251953125
82,1408.9437255859375,1657.9103597005208
83,1407.455551147461,1491.2975260416667
84,1405.1563873291016,1577.7671305338542
85,1410.9873809814453,1554.3806559244792
86,1394.0838165283203,1426.4302775065105
87,1378.0982666015625,1544.0822347005208
88,1410.1022186279297,1517.4613850911458
89,1457.9011688232422,1462.8592529296875
90,1419.7521362304688,1429.1013997395833
91,1387.629508972168,1478.3577067057292
92,1340.3738861083984,1438.8801676432292
93,1350.7617492675781,1426.0619710286458
94,1332.1874694824219,1428.9525960286458
95,1318.813720703125,1479.3989664713542
96,1292.600242614746,1399.8641357421875
97,1285.072525024414,1546.9479573567708
98,1319.7962799072266,1379.3272705078125
99,1327.00439453125,1389.9763997395833
100,1295.1298828125,1430.6697591145833
