Epoch,Train_Loss,Val_Loss
1,3.212548151612282,2.7006452679634094
2,2.6194348484277725,2.6366894394159317
3,2.511935532093048,2.6002539545297623
4,2.703944392502308,2.680631324648857
5,2.578977383673191,2.599693775177002
6,2.5135462135076523,2.7218646556138992
7,2.657421499490738,2.6653921008110046
8,2.542763888835907,2.632566750049591
9,2.5344953909516335,2.7123299092054367
10,2.5031227245926857,2.6171513944864273
11,2.661127656698227,2.6228053867816925
12,2.7058172151446342,2.7508939802646637
13,2.60078551620245,2.629823327064514
14,2.4944859445095062,2.632685735821724
15,2.516665369272232,2.64223513007164
16,2.7262464314699173,2.7262461483478546
17,2.5516912415623665,2.6195630729198456
18,2.4925398901104927,2.62139692902565
19,2.4910069555044174,2.657625436782837
20,2.490329422056675,2.634691834449768
21,2.6375474110245705,2.599755212664604
22,2.5321868509054184,2.6106712967157364
23,2.50311528891325,2.6577772051095963
24,2.5701465159654617,2.6619669795036316
25,2.6564351841807365,2.615865409374237
26,2.5686448141932487,2.6659948229789734
27,2.4736622497439384,2.607025057077408
28,2.5918491929769516,2.6480477303266525
29,2.62013278901577,2.698741465806961
30,2.444474395364523,2.686927944421768
31,2.5300067886710167,2.7554833739995956
32,2.527628593146801,2.6273950040340424
33,2.509830206632614,2.659745693206787
34,2.5677153915166855,2.5708220452070236
35,2.738829053938389,2.5696212351322174
36,2.4818414598703384,2.5777061134576797
37,2.471110485494137,2.6492757946252823
38,2.4736131578683853,2.6229041665792465
39,2.628691628575325,2.6444115042686462
40,2.530616968870163,2.5730487406253815
41,2.487089551985264,2.5698686689138412
42,2.452233925461769,2.5811313539743423
43,2.5139983370900154,2.5664986819028854
44,2.4823536202311516,2.706971660256386
45,2.4554771333932877,2.6108830124139786
46,2.516157068312168,2.57848858833313
47,2.441030617803335,2.5313443541526794
48,2.447566047310829,2.538126975297928
49,2.5140955075621605,2.5555953085422516
50,2.488190747797489,2.594992473721504
51,2.497876986861229,2.561279520392418
52,2.473860204219818,2.56500081717968
53,2.4673960208892822,2.5882341265678406
54,2.4299838058650494,2.6827239096164703
55,2.4784810915589333,2.587505966424942
56,2.553915575146675,2.641129434108734
57,2.4982722625136375,2.5711567997932434
58,2.4873372241854668,2.526340514421463
59,2.4584920033812523,2.578464537858963
60,2.480171300470829,2.6626099348068237
61,2.4906004145741463,2.6139197051525116
62,2.4425296634435654,2.5700709223747253
63,2.41917909309268,2.6086451709270477
64,2.470190167427063,2.5605959594249725
65,2.4828131794929504,2.6892487853765488
66,2.4801075384020805,2.569468528032303
67,2.436898872256279,2.4749031513929367
68,2.5256794318556786,2.5064857751131058
69,2.5435809269547462,2.5381330400705338
70,2.4906331226229668,2.615400046110153
71,2.400133691728115,2.532002553343773
72,2.420511096715927,2.559175506234169
73,2.4404230006039143,2.5111833959817886
