Epoch,Train_Loss,Val_Loss
1,1377.2551879882812,1374.2055969238281
2,1372.4512939453125,1369.4595031738281
3,1367.6991882324219,1364.7298889160156
4,1362.9227905273438,1360.0260009765625
5,1358.3422393798828,1355.3049926757812
6,1353.5244750976562,1350.6318359375
7,1348.92041015625,1345.9464416503906
8,1344.1655578613281,1341.2893981933594
9,1339.6699829101562,1336.598388671875
10,1334.8032836914062,1331.9707946777344
11,1330.3023681640625,1327.2875671386719
12,1325.5687103271484,1322.6255493164062
13,1320.8461608886719,1317.9661102294922
14,1316.3084716796875,1313.2607116699219
15,1311.4426879882812,1308.6004028320312
16,1306.78662109375,1303.8983764648438
17,1302.10205078125,1299.1536254882812
18,1297.308090209961,1294.3908386230469
19,1292.5757751464844,1289.5893249511719
20,1287.7501220703125,1284.7621765136719
21,1283.0018310546875,1279.8702697753906
22,1278.060317993164,1274.9647827148438
23,1273.0421295166016,1270.0559997558594
24,1268.1431884765625,1265.0816650390625
25,1263.1094665527344,1260.0783081054688
26,1258.2427978515625,1254.965087890625
27,1253.0804138183594,1249.8357543945312
28,1247.9425659179688,1244.6616668701172
29,1242.6445617675781,1239.4794464111328
30,1237.4429473876953,1234.239730834961
31,1232.2547302246094,1228.9136962890625
32,1226.9007873535156,1223.5460815429688
33,1221.5248107910156,1218.1250915527344
34,1215.9730377197266,1212.6977233886719
35,1210.6052551269531,1207.1754150390625
36,1205.1680755615234,1201.5743713378906
37,1199.4484252929688,1195.9754638671875
38,1193.9561462402344,1190.2835998535156
39,1188.0785217285156,1184.6142883300781
40,1182.4787902832031,1178.8456115722656
41,1176.5740814208984,1173.0745697021484
42,1170.774673461914,1167.2365264892578
43,1164.9616088867188,1161.322525024414
44,1159.1754150390625,1155.3052673339844
45,1153.0628051757812,1149.2862854003906
46,1147.0150451660156,1143.2215423583984
47,1140.8650970458984,1137.132568359375
48,1134.7743835449219,1130.9778289794922
49,1128.5453491210938,1124.7928924560547
50,1122.4303588867188,1118.514633178711
51,1116.0775756835938,1112.215591430664
52,1109.7391662597656,1105.8728637695312
53,1103.3790588378906,1099.5031127929688
54,1097.0357666015625,1093.1171875
55,1090.7154693603516,1086.6507720947266
56,1084.2465209960938,1080.1431427001953
57,1077.6414489746094,1073.6306610107422
58,1071.2022705078125,1067.0445098876953
59,1064.5341491699219,1060.4890441894531
60,1057.9966583251953,1053.9131622314453
61,1051.363540649414,1047.2959594726562
62,1044.6388397216797,1040.6812896728516
63,1038.1479949951172,1033.9847717285156
64,1031.4880828857422,1027.249267578125
65,1024.7711181640625,1020.4935760498047
66,1017.9585723876953,1013.7433776855469
67,1011.3587646484375,1006.9181060791016
68,1004.3931274414062,1000.1402282714844
69,997.5361022949219,993.3721160888672
70,990.7185668945312,986.5880737304688
71,984.0827178955078,979.7157287597656
72,977.1079559326172,972.8758087158203
73,970.2447967529297,966.0140533447266
74,963.5426940917969,959.0751953125
75,956.4717559814453,952.1825714111328
76,949.5812072753906,945.2551116943359
77,942.7974700927734,938.2242736816406
78,935.6921691894531,931.2311706542969
79,928.4961395263672,924.3276519775391
80,921.6281890869141,917.3678131103516
81,914.8547058105469,910.3299255371094
82,907.6458740234375,903.3857727050781
83,900.689208984375,896.4369812011719
84,894.0771331787109,889.3836975097656
85,886.72412109375,882.4866180419922
86,879.9050750732422,875.5482330322266
87,872.9337768554688,868.6283569335938
88,866.0225372314453,861.7003326416016
89,859.048828125,854.8081207275391
90,852.3408355712891,847.9095001220703
91,845.2483978271484,841.1417694091797
92,838.5898361206055,834.3415985107422
93,831.9615020751953,827.5110321044922
94,824.8637084960938,820.8345947265625
95,818.2533874511719,814.1315155029297
96,811.6575469970703,807.410400390625
97,804.9022598266602,800.7475891113281
98,798.3138885498047,794.0864715576172
99,791.5721588134766,787.4941253662109
100,784.8521347045898,780.9792175292969
101,778.418701171875,774.4430618286133
102,771.9504089355469,767.9092254638672
103,765.7030792236328,761.3198318481445
104,758.9395599365234,754.8620300292969
105,752.454833984375,748.4396362304688
106,745.9614868164062,742.0661010742188
107,739.7405090332031,735.6460876464844
108,733.4132995605469,729.2160339355469
109,726.8820343017578,722.8727493286133
110,720.8012466430664,716.4748153686523
111,714.1869659423828,710.2281951904297
112,708.1761093139648,703.9579620361328
113,701.6370391845703,697.8479385375977
114,695.4993286132812,691.7738952636719
115,689.4145202636719,685.7353515625
116,683.5698318481445,679.6653900146484
117,677.4831237792969,673.6641693115234
118,671.3978042602539,667.7614669799805
119,665.7154769897461,661.8183746337891
120,659.5969696044922,656.0165405273438
121,653.7915802001953,650.2530822753906
122,647.9530639648438,644.5609970092773
123,642.4011840820312,638.8497772216797
124,636.6704559326172,633.2171173095703
125,631.2194137573242,627.588623046875
126,625.4623641967773,622.1072082519531
127,620.1941680908203,616.5938873291016
128,614.4784698486328,611.240104675293
129,609.2203826904297,605.9023818969727
130,603.8341064453125,600.6388854980469
131,598.6628112792969,595.3930740356445
132,593.4294509887695,590.2184982299805
133,588.1372528076172,585.1381454467773
134,583.2432098388672,579.9863204956055
135,578.0719604492188,574.8968658447266
136,573.0406646728516,569.7994995117188
137,567.9764556884766,564.7586669921875
138,562.783935546875,559.852668762207
139,557.9647369384766,554.9633941650391
140,553.185188293457,550.105094909668
141,548.3367767333984,545.3189544677734
142,543.4627532958984,540.6392440795898
143,538.8213844299316,535.9932708740234
144,534.2521286010742,531.3728904724121
145,529.6303329467773,526.8068542480469
146,525.0664253234863,522.2957153320312
147,520.5424423217773,517.8534393310547
148,516.3373146057129,513.3916168212891
149,511.6633949279785,509.11195373535156
150,507.58770751953125,504.8106002807617
151,503.2453918457031,500.6064224243164
152,499.1910858154297,496.42535400390625
153,494.790771484375,492.4203338623047
154,490.9296417236328,488.40541076660156
155,486.8600158691406,484.48350524902344
156,483.10523223876953,480.56583404541016
157,479.08061599731445,476.7613830566406
158,475.4301567077637,472.9668655395508
159,471.78623962402344,469.1981964111328
160,467.9625816345215,465.5432586669922
161,464.13502502441406,462.02891540527344
162,460.6114273071289,458.55931091308594
163,457.2298812866211,455.0883903503418
164,453.7827835083008,451.68177795410156
165,450.33846282958984,448.3509521484375
166,447.1206283569336,445.0378837585449
167,443.72434997558594,441.82798767089844
168,440.60595703125,438.63040924072266
169,437.4486427307129,435.48738861083984
170,434.3696823120117,432.38983154296875
171,431.37751388549805,429.3201332092285
172,428.3824119567871,426.30756759643555
173,425.1857452392578,423.4413375854492
174,422.3004684448242,420.6186065673828
175,419.51082611083984,417.84835052490234
176,416.7503242492676,415.1127166748047
177,413.92310333251953,412.45943450927734
178,411.46920013427734,409.77220916748047
179,408.9273567199707,407.1021194458008
180,406.1733589172363,404.54483795166016
181,403.6880073547363,402.02610778808594
