Epoch,Train_Loss,Val_Loss
1,2.7189419692562473,2.4296855493025347
2,2.631618692028907,2.4797887910496104
3,2.5867809826327908,2.4561382965608076
4,2.5431574563826285,2.4817502715370874
5,2.5992325005992765,2.58637197451158
6,2.5563279159607424,2.4034155119549143
7,2.574070868953582,2.3635366288098423
8,2.561482044958299,3.2756963859904897
9,2.606129515555597,2.853179465640675
10,2.695433408983292,2.380102878267115
11,2.603211333674769,2.462956753644076
12,2.5534230278384302,2.34781370379708
13,2.5893093770550144,2.4754601175134834
14,2.553589497843096,2.544417381286621
15,2.5377848917438137,2.5667465166612105
16,2.566132749280622,2.5035676847804678
17,2.5435615431877876,2.3707692406394263
18,2.542537127771685,2.3677196990359914
19,2.576026697312632,2.392963870005174
20,2.521287074012141,2.9440607049248437
21,2.583329592981646,2.842175743796609
22,2.5773048785425003,2.3704799196936865
23,2.6166442978766655,2.6162024519660254
24,2.547067311502272,2.3765063394199717
25,2.531858394222875,2.383272571997209
26,2.542409619977397,2.410631461576982
27,2.5486065649217173,2.3371874500404703
28,2.5602053057762886,2.9640465541319414
29,2.5148061879219545,2.4841442216526377
30,2.5552909105054793,2.3468373634598474
31,2.597158647352649,2.7224121527238325
32,2.568758164682696,2.5964792533354326
33,2.5370508509297527,2.567022692073475
34,2.5389311621266026,2.352750236337835
35,2.5902027660800564,2.613962401043285
36,2.5331523533790343,2.4323431145061147
37,2.5667831128643406,2.5584135489030317
38,2.5296779294167795,2.344954398545352
39,2.5912737461828415,2.3858359347690237
40,2.5503946004375333,3.1533494645898994
41,2.572447011547704,2.424033186652444
42,2.555830967041754,2.3508304845203054
43,2.5968579746061757,2.3940881165591152
44,2.6131595450062908,2.3363893655213444
45,2.5422289794491184,2.9337920492345635
46,2.5485308631773917,2.3843876882032915
47,2.5687822141954975,2.4706310358914463
48,2.627591179263207,2.3505723151293667
49,2.5796836883791032,2.382896802642129
50,2.5807404133581344,2.4556969187476416
